"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"SGLBW","Sigma Labs, Inc.","0.335","0","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/sglbw",
"SLGN","Silgan Holdings Inc.","24.47","2706819915.12","n/a","1997","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/slgn",
"SNBR","Sleep Number Corporation","32.66","1084834560","n/a","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/snbr",
"AOS","Smith (A.O.) Corporation","42.38","7202521133.86","n/a","n/a","Consumer Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/aos",
"SAH","Sonic Automotive, Inc.","14.07","601500956.07","n/a","1997","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/sah",
"SON","Sonoco Products Company","54.58","5447580568.84","n/a","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/son",
"SCS","Steelcase Inc.","14.18","1654824235.48","n/a","1998","Consumer Durables","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/scs",
"SUMR","Summer Infant, Inc.","0.9185","17264458.497","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/sumr",
"TGLS","Tecnoglass Inc.","8.53","320168568.48","n/a","2012","Consumer Durables","Electronic Components","https://www.nasdaq.com/symbol/tgls",
"TPX","Tempur Sealy International, Inc.","45.14","2460087252.42","n/a","2003","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/tpx",
"DXYN","The Dixie Group, Inc.","0.938","15441254.696","n/a","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/dxyn",
"GT","The Goodyear Tire & Rubber Company","20.57","4793016646.22","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/gt",
"TLRY","Tilray, Inc.","65.89","6138631637.05","n/a","2018","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/tlry",
"TA","TravelCenters of America LLC","3.75","149130431.25","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/ta",
"TANNI","TravelCenters of America LLC","24.4991","0","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/tanni",
"TANNL","TravelCenters of America LLC","23.87","0","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/tannl",
"TANNZ","TravelCenters of America LLC","24.0014","0","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/tannz",
"HEAR","Turtle Beach Corporation","15.74","224131130.86","n/a","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/hear",
"UNVR","Univar Inc.","17.85","2528158260.6","n/a","2015","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/unvr",
"USNA","USANA Health Sciences, Inc.","117.08","2807178571.8","n/a","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/usna",
"UTSI","UTStarcom Holdings Corp","2.83","101578381.43","n/a","2000","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/utsi",
"VIOT","Viomi Technology Co., Ltd","7.78","88692000","11400000","2018","Consumer Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/viot",
"VIRC","Virco Manufacturing Corporation","4.01","62323243.56","n/a","n/a","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/virc",
"VCRA","Vocera Communications, Inc.","39.22","1198138682.72","n/a","2012","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/vcra",
"WSO","Watsco, Inc.","145.54","5447182340.6","n/a","n/a","Consumer Durables","Industrial Machinery/Components","https://www.nasdaq.com/symbol/wso",
"WRK","Westrock Company","40.19","10315861330.04","n/a","2015","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/wrk",
"WHR","Whirlpool Corporation","111.47","7112708414.25","n/a","n/a","Consumer Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/whr",
"WLFC","Willis Lease Finance Corporation","34.3","212966676.3","n/a","1996","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/wlfc",
"XGTI","XG Technology, Inc","0.3225","5741571.0225","n/a","2013","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/xgti",
